,neighbourhood_group,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
38853,Manhattan,Private room,30,1,3,1.41,1,8
38855,Brooklyn,Private room,65,2,0,0.0,1,0
38856,Brooklyn,Entire home/apt,120,4,19,2.98,1,8
38857,Manhattan,Entire home/apt,140,1,22,3.1,5,334
38858,Brooklyn,Private room,50,3,10,1.59,2,235
38859,Manhattan,Private room,70,5,1,0.22,1,0
38860,Manhattan,Private room,65,5,1,0.16,1,0
38861,Brooklyn,Private room,50,1,1,1.0,5,333
38862,Brooklyn,Private room,35,1,9,1.23,2,0
38863,Brooklyn,Private room,60,1,1,0.16,1,0
38864,Manhattan,Entire home/apt,245,10,1,0.17,232,326
38866,Brooklyn,Private room,90,2,27,3.84,2,56
38868,Manhattan,Entire home/apt,200,2,1,0.16,1,0
38869,Brooklyn,Entire home/apt,95,10,1,0.17,1,0
38870,Queens,Private room,45,1,37,20.94,1,134
38871,Brooklyn,Private room,25,2,4,0.59,1,0
38872,Brooklyn,Private room,35,2,7,1.07,1,35
38873,Brooklyn,Private room,50,5,4,0.56,1,12
38874,Manhattan,Entire home/apt,150,2,4,0.59,1,1
38875,Brooklyn,Shared room,30,2,14,1.92,4,224
38876,Queens,Entire home/apt,150,1,51,7.43,1,248
38877,Manhattan,Private room,65,1,48,6.7,1,4
38878,Manhattan,Private room,130,2,0,0.0,2,177
38879,Queens,Shared room,55,5,0,0.0,3,83
38880,Manhattan,Entire home/apt,110,5,3,0.41,1,4
38881,Brooklyn,Private room,40,10,3,0.46,1,0
38882,Manhattan,Entire home/apt,175,3,3,0.46,1,0
38883,Brooklyn,Entire home/apt,125,2,22,3.25,1,82
38884,Manhattan,Entire home/apt,215,1,3,0.42,1,0
38885,Manhattan,Entire home/apt,150,10,0,0.0,1,0
38886,Manhattan,Private room,199,1,17,2.37,30,334
38887,Brooklyn,Private room,45,2,17,2.52,1,14
38888,Manhattan,Private room,220,7,0,0.0,1,89
38889,Manhattan,Private room,199,1,10,1.36,30,356
38890,Brooklyn,Private room,90,2,1,0.16,1,79
38891,Manhattan,Private room,199,1,17,2.34,30,354
38892,Manhattan,Private room,199,1,17,2.32,30,347
38893,Manhattan,Private room,179,1,20,2.76,30,364
38894,Brooklyn,Private room,60,1,1,0.14,1,0
38895,Manhattan,Private room,179,1,18,2.49,30,364
38896,Manhattan,Private room,179,1,16,2.22,30,363
38897,Manhattan,Private room,179,1,13,1.82,30,361
38898,Brooklyn,Private room,70,10,0,0.0,2,0
38899,Brooklyn,Private room,27,10,2,0.42,1,333
38900,Queens,Private room,49,10,0,0.0,103,251
38901,Manhattan,Entire home/apt,200,2,2,1.4,1,0
38902,Queens,Private room,55,1,42,5.78,2,87
38903,Manhattan,Private room,55,10,1,0.24,1,342
38904,Brooklyn,Entire home/apt,190,3,1,0.16,1,0
38906,Brooklyn,Entire home/apt,125,2,3,1.11,5,342
38908,Brooklyn,Entire home/apt,125,2,2,0.3,5,347
38909,Manhattan,Private room,47,1,2,0.31,1,0
38910,Manhattan,Private room,95,10,1,0.17,1,0
38911,Queens,Private room,63,10,1,0.43,103,251
38912,Brooklyn,Entire home/apt,125,2,1,0.37,5,347
38913,Queens,Entire home/apt,225,3,1,1.0,1,314
38915,Brooklyn,Private room,40,3,3,0.43,1,0
38916,Manhattan,Entire home/apt,149,4,1,0.16,1,0
38917,Brooklyn,Private room,90,1,2,0.31,1,0
38918,Brooklyn,Entire home/apt,160,1,35,4.79,2,269
38919,Manhattan,Private room,207,1,3,0.74,2,82
38921,Brooklyn,Private room,42,10,1,0.18,27,311
38922,Brooklyn,Private room,63,4,0,0.0,1,187
38923,Brooklyn,Private room,42,10,0,0.0,27,332
38924,Brooklyn,Private room,42,10,1,0.6,27,282
38925,Manhattan,Private room,115,1,22,3.22,1,33
38926,Queens,Private room,28,10,0,0.0,15,0
38928,Brooklyn,Entire home/apt,195,2,2,0.32,1,1
38930,Manhattan,Private room,100,1,6,1.02,2,0
38931,Brooklyn,Private room,35,10,1,0.73,27,312
38932,Brooklyn,Entire home/apt,180,1,3,0.47,1,0
38933,Brooklyn,Private room,42,10,1,0.48,27,346
38934,Queens,Entire home/apt,150,2,6,0.95,1,336
38935,Brooklyn,Private room,42,10,0,0.0,27,358
38936,Brooklyn,Private room,42,10,0,0.0,27,358
38937,Brooklyn,Private room,65,1,19,3.28,1,0
38938,Brooklyn,Private room,42,10,0,0.0,27,358
38939,Queens,Private room,27,7,0,0.0,1,0
38940,Brooklyn,Private room,42,10,0,0.0,27,326
38941,Brooklyn,Private room,42,10,1,0.33,27,342
38942,Brooklyn,Private room,42,10,0,0.0,27,312
38943,Brooklyn,Private room,230,4,0,0.0,1,35
38944,Brooklyn,Private room,42,10,0,0.0,27,343
38945,Brooklyn,Private room,42,10,0,0.0,27,331
38946,Manhattan,Private room,60,5,13,1.9,2,253
38948,Queens,Entire home/apt,90,5,0,0.0,1,0
38949,Brooklyn,Entire home/apt,75,6,2,0.3,1,24
38950,Manhattan,Entire home/apt,120,2,4,0.61,1,0
38951,Brooklyn,Entire home/apt,75,2,11,1.73,1,0
38952,Manhattan,Private room,110,3,6,0.84,1,12
38953,Manhattan,Entire home/apt,189,10,1,0.16,1,200
38955,Brooklyn,Private room,55,2,5,0.79,2,160
38957,Brooklyn,Private room,35,3,39,6.43,2,8
38958,Queens,Entire home/apt,149,3,6,0.91,4,305
38959,Brooklyn,Private room,55,4,1,0.14,1,15
38960,Manhattan,Private room,50,6,1,0.16,1,0
38961,Brooklyn,Shared room,30,2,18,2.57,4,192
38962,Staten Island,Private room,65,1,1,0.16,2,362
38963,Bronx,Private room,99,1,2,0.32,1,90
38964,Queens,Private room,29,1,26,3.84,1,0
38965,Brooklyn,Private room,30,3,2,0.3,1,0
38966,Manhattan,Shared room,90,2,8,1.11,1,5
38967,Manhattan,Private room,50,1,12,1.69,3,0
38968,Manhattan,Entire home/apt,175,2,7,1.1,1,38
38969,Manhattan,Private room,79,1,44,6.38,3,3
38970,Queens,Entire home/apt,190,3,1,0.16,1,0
38971,Manhattan,Shared room,34,1,17,2.33,3,4
38973,Brooklyn,Entire home/apt,150,2,9,1.27,1,1
38974,Queens,Entire home/apt,75,6,1,0.18,1,0
38976,Manhattan,Entire home/apt,112,3,14,3.31,1,16
38977,Brooklyn,Entire home/apt,125,2,22,3.22,1,122
38980,Brooklyn,Entire home/apt,150,1,18,2.54,1,175
38982,Manhattan,Entire home/apt,145,2,3,0.46,1,0
38983,Brooklyn,Private room,55,3,7,1.74,3,79
38984,Queens,Entire home/apt,80,4,0,0.0,2,0
38985,Manhattan,Private room,50,1,30,6.25,2,149
38986,Manhattan,Entire home/apt,195,2,1,0.16,3,0
38987,Manhattan,Entire home/apt,115,3,9,1.34,1,315
38988,Brooklyn,Private room,72,2,3,3.0,2,0
38989,Brooklyn,Entire home/apt,180,3,0,0.0,1,0
38991,Brooklyn,Entire home/apt,150,3,9,1.44,1,0
38992,Brooklyn,Private room,55,7,0,0.0,1,69
38993,Manhattan,Entire home/apt,101,2,8,1.24,3,0
38994,Brooklyn,Private room,70,2,8,1.22,2,5
38995,Brooklyn,Entire home/apt,185,2,30,4.59,1,281
38996,Brooklyn,Entire home/apt,125,2,17,2.48,2,0
38997,Manhattan,Private room,100,3,0,0.0,1,0
38999,Brooklyn,Private room,35,10,0,0.0,9,45
39000,Brooklyn,Entire home/apt,150,1,4,0.59,2,0
39001,Queens,Private room,50,1,3,0.45,1,189
39004,Queens,Private room,100,5,0,0.0,1,41
39005,Manhattan,Private room,98,7,0,0.0,2,0
39006,Manhattan,Private room,52,4,7,1.83,1,54
39007,Manhattan,Private room,100,1,4,0.99,1,56
39008,Brooklyn,Private room,50,2,4,0.71,2,7
39009,Brooklyn,Entire home/apt,90,3,2,0.33,1,0
39010,Queens,Entire home/apt,129,3,7,1.11,4,280
39011,Brooklyn,Private room,75,3,1,1.0,3,170
39012,Queens,Entire home/apt,99,3,0,0.0,3,0
39013,Brooklyn,Private room,72,2,0,0.0,5,0
39014,Queens,Private room,109,2,50,6.88,3,0
39015,Brooklyn,Private room,45,4,2,0.28,1,0
39016,Manhattan,Private room,100,2,2,0.32,1,43
39018,Brooklyn,Private room,43,10,0,0.0,2,365
39019,Queens,Private room,29,1,5,0.86,3,35
39020,Brooklyn,Entire home/apt,125,2,13,3.61,1,360
39021,Manhattan,Private room,69,10,0,0.0,1,0
39022,Manhattan,Entire home/apt,215,10,0,0.0,1,365
39023,Brooklyn,Private room,75,2,0,0.0,1,0
39024,Queens,Private room,42,10,0,0.0,103,63
39025,Brooklyn,Private room,43,10,0,0.0,103,236
39026,Brooklyn,Entire home/apt,72,3,7,1.26,1,0
39027,Brooklyn,Shared room,19,10,1,0.17,2,339
39028,Brooklyn,Entire home/apt,125,2,23,4.51,1,60
39029,Brooklyn,Private room,90,3,0,0.0,1,176
39030,Brooklyn,Entire home/apt,243,1,23,4.63,1,107
39031,Queens,Entire home/apt,180,1,0,0.0,1,0
39032,Brooklyn,Private room,65,3,4,0.62,1,0
39033,Manhattan,Entire home/apt,175,10,0,0.0,2,274
39034,Brooklyn,Private room,70,9,1,0.19,2,15
39035,Manhattan,Entire home/apt,200,5,1,0.16,1,0
39036,Brooklyn,Entire home/apt,65,3,1,0.15,1,281
39037,Manhattan,Entire home/apt,155,10,0,0.0,8,363
39039,Brooklyn,Private room,49,7,0,0.0,1,362
39040,Manhattan,Entire home/apt,100,3,12,1.9,1,80
39041,Manhattan,Private room,97,1,4,0.63,1,0
39042,Queens,Private room,35,5,0,0.0,1,321
39044,Brooklyn,Entire home/apt,95,10,1,0.16,2,85
39046,Brooklyn,Private room,55,2,2,0.32,1,0
39047,Manhattan,Entire home/apt,101,2,3,0.45,1,0
39048,Manhattan,Entire home/apt,180,3,6,1.28,1,0
39049,Queens,Private room,99,2,10,1.59,1,5
39050,Manhattan,Private room,65,3,3,0.45,1,0
39052,Queens,Private room,120,2,0,0.0,1,66
39053,Brooklyn,Private room,95,1,6,0.87,4,350
39054,Manhattan,Entire home/apt,215,10,0,0.0,96,327
39056,Manhattan,Private room,105,2,0,0.0,1,8
39057,Brooklyn,Entire home/apt,200,2,7,1.01,1,0
39058,Brooklyn,Entire home/apt,100,2,22,3.32,1,286
39059,Brooklyn,Entire home/apt,165,1,24,3.77,1,213
39060,Brooklyn,Entire home/apt,120,2,11,1.68,1,62
39061,Manhattan,Entire home/apt,125,3,1,0.16,1,0
39062,Brooklyn,Entire home/apt,200,1,3,0.41,1,0
39063,Manhattan,Private room,45,1,4,0.57,1,90
39065,Queens,Private room,40,1,3,0.47,1,20
39066,Brooklyn,Entire home/apt,120,10,0,0.0,1,0
39067,Brooklyn,Private room,70,1,1,0.14,2,0
39069,Queens,Private room,32,10,2,0.32,15,38
39070,Brooklyn,Private room,45,2,0,0.0,2,100
39071,Brooklyn,Entire home/apt,119,5,3,0.47,1,0
39072,Brooklyn,Private room,55,2,6,0.86,1,89
39073,Manhattan,Private room,40,3,1,0.15,1,245
39075,Brooklyn,Private room,40,2,20,2.83,1,349
39076,Queens,Private room,57,10,0,0.0,103,238
39077,Brooklyn,Entire home/apt,180,3,3,0.48,2,0
39078,Queens,Private room,75,2,4,0.63,1,36
39079,Manhattan,Entire home/apt,130,4,2,0.52,2,0
39080,Manhattan,Entire home/apt,200,3,3,0.46,1,188
39081,Manhattan,Entire home/apt,150,5,9,1.27,1,286
39082,Brooklyn,Entire home/apt,70,4,14,2.07,1,17
39084,Manhattan,Entire home/apt,100,2,0,0.0,1,3
39085,Manhattan,Entire home/apt,95,2,24,3.79,1,0
39086,Manhattan,Private room,40,2,3,0.42,1,19
39087,Brooklyn,Private room,40,10,0,0.0,103,269
39088,Brooklyn,Private room,38,6,2,0.32,2,95
39089,Manhattan,Private room,40,1,27,4.01,1,49
39090,Manhattan,Entire home/apt,170,1,0,0.0,1,0
39091,Brooklyn,Private room,45,5,0,0.0,3,0
39092,Queens,Private room,51,10,3,0.54,103,246
39093,Brooklyn,Entire home/apt,90,1,39,5.44,1,141
39094,Manhattan,Private room,50,1,0,0.0,1,0
39095,Bronx,Private room,85,3,1,0.38,1,341
39096,Brooklyn,Private room,150,1,3,0.43,1,0
39098,Manhattan,Entire home/apt,185,2,7,1.0,1,14
39099,Brooklyn,Entire home/apt,166,10,1,0.24,1,365
39100,Manhattan,Private room,31,1,28,4.57,1,111
39101,Manhattan,Entire home/apt,150,3,8,1.18,1,163
39103,Brooklyn,Entire home/apt,185,4,8,1.33,1,0
39104,Brooklyn,Entire home/apt,200,3,1,0.16,1,0
39106,Manhattan,Entire home/apt,189,1,4,0.61,1,74
39107,Bronx,Private room,25,2,1,0.14,1,0
39108,Brooklyn,Private room,55,1,32,4.66,7,7
39109,Manhattan,Entire home/apt,200,2,5,0.72,2,338
39110,Brooklyn,Entire home/apt,52,1,13,1.8,2,88
39113,Manhattan,Entire home/apt,102,10,2,0.31,1,0
39114,Queens,Private room,80,1,0,0.0,1,179
39117,Brooklyn,Private room,199,1,0,0.0,33,180
39118,Manhattan,Private room,110,1,0,0.0,2,0
39119,Brooklyn,Entire home/apt,90,10,2,0.45,3,314
39121,Brooklyn,Entire home/apt,111,5,1,0.14,1,0
39122,Queens,Private room,60,2,2,0.29,1,0
39124,Queens,Private room,91,2,0,0.0,2,341
39125,Manhattan,Entire home/apt,54,10,0,0.0,1,0
39126,Manhattan,Entire home/apt,55,7,2,0.33,1,0
39127,Manhattan,Private room,110,1,0,0.0,1,0
39128,Manhattan,Private room,75,4,0,0.0,1,87
39130,Manhattan,Private room,135,1,11,1.75,3,330
39131,Brooklyn,Entire home/apt,79,10,0,0.0,1,19
39132,Manhattan,Private room,179,1,12,1.69,30,175
39133,Brooklyn,Private room,80,2,10,1.57,4,2
39134,Queens,Private room,80,1,10,1.41,6,169
39135,Manhattan,Entire home/apt,175,1,1,0.16,1,0
39136,Brooklyn,Entire home/apt,211,3,8,1.2,1,90
39137,Manhattan,Entire home/apt,133,1,2,0.28,1,0
39138,Queens,Entire home/apt,200,3,0,0.0,1,0
39140,Brooklyn,Entire home/apt,70,6,1,0.14,1,0
39141,Queens,Private room,75,1,33,4.63,3,81
39143,Brooklyn,Entire home/apt,150,3,26,3.79,1,93
39144,Brooklyn,Entire home/apt,175,5,0,0.0,1,0
39145,Manhattan,Entire home/apt,240,3,1,0.16,2,0
39146,Manhattan,Private room,43,5,1,0.15,1,0
39147,Brooklyn,Private room,99,5,1,0.16,1,0
39148,Brooklyn,Private room,50,3,0,0.0,1,25
39149,Brooklyn,Private room,37,5,0,0.0,1,0
39150,Brooklyn,Private room,41,10,2,0.41,103,186
39151,Brooklyn,Entire home/apt,125,2,30,4.59,1,243
39152,Brooklyn,Shared room,29,10,1,0.21,10,221
39154,Brooklyn,Entire home/apt,115,7,3,0.48,1,11
39157,Manhattan,Private room,125,4,21,3.56,1,52
39160,Brooklyn,Private room,50,5,0,0.0,1,0
39161,Manhattan,Entire home/apt,175,2,2,0.32,1,2
39162,Brooklyn,Private room,45,10,0,0.0,11,354
39163,Manhattan,Entire home/apt,90,3,1,0.16,1,0
39164,Manhattan,Private room,95,2,27,3.91,2,33
39165,Brooklyn,Private room,50,10,2,0.85,11,189
39166,Manhattan,Entire home/apt,150,1,4,0.57,1,5
39167,Brooklyn,Private room,100,5,1,0.16,2,0
39168,Brooklyn,Private room,59,10,5,0.94,11,343
39169,Brooklyn,Private room,60,10,8,1.12,11,330
39170,Brooklyn,Private room,48,10,2,0.31,11,189
39171,Manhattan,Entire home/apt,150,4,0,0.0,1,0
39173,Brooklyn,Private room,48,10,5,0.7,11,364
39174,Brooklyn,Private room,65,2,1,0.15,1,95
39175,Brooklyn,Entire home/apt,69,1,42,6.09,1,57
39176,Brooklyn,Private room,70,2,1,0.16,1,0
39177,Brooklyn,Private room,120,2,2,0.3,1,89
39178,Brooklyn,Private room,90,3,2,2.0,1,1
39179,Brooklyn,Private room,40,10,3,0.47,11,354
39180,Queens,Private room,60,2,15,2.27,1,356
39181,Brooklyn,Private room,45,1,13,2.07,1,324
39182,Brooklyn,Entire home/apt,150,7,2,0.32,1,8
39183,Brooklyn,Entire home/apt,150,2,0,0.0,2,29
39184,Brooklyn,Private room,48,10,4,0.56,11,341
39185,Brooklyn,Entire home/apt,125,10,0,0.0,1,129
39186,Queens,Entire home/apt,200,4,0,0.0,1,0
39187,Manhattan,Entire home/apt,99,1,3,0.49,1,0
39188,Manhattan,Private room,94,1,27,4.58,2,76
39189,Queens,Private room,55,3,20,3.39,1,44
39190,Manhattan,Entire home/apt,205,2,0,0.0,1,157
39192,Brooklyn,Entire home/apt,70,1,23,3.27,1,0
39193,Manhattan,Entire home/apt,128,5,0,0.0,2,142
39194,Manhattan,Private room,138,10,0,0.0,2,0
39195,Brooklyn,Private room,55,2,2,0.32,1,0
39196,Queens,Shared room,49,1,3,0.94,2,90
39197,Queens,Entire home/apt,135,1,5,0.76,3,36
39199,Manhattan,Entire home/apt,110,2,1,0.7,1,280
39200,Brooklyn,Private room,40,10,4,0.56,11,325
39202,Queens,Private room,65,1,3,0.47,1,0
39203,Brooklyn,Private room,79,3,0,0.0,2,359
39204,Brooklyn,Entire home/apt,150,2,2,0.64,1,177
39205,Queens,Private room,60,1,6,0.87,2,365
39207,Manhattan,Entire home/apt,195,3,11,1.71,1,13
39208,Brooklyn,Private room,45,10,3,0.47,11,199
39209,Brooklyn,Private room,40,10,0,0.0,3,0
39210,Brooklyn,Private room,45,10,3,0.42,11,331
39211,Manhattan,Entire home/apt,240,2,14,1.98,1,156
39212,Manhattan,Entire home/apt,199,1,4,0.68,6,320
39213,Brooklyn,Private room,35,10,4,0.66,103,269
39214,Brooklyn,Private room,57,3,1,0.44,13,90
39215,Manhattan,Private room,31,10,1,1.0,103,0
39216,Brooklyn,Private room,65,2,16,2.5,3,222
39217,Brooklyn,Private room,36,10,1,0.23,3,213
39218,Manhattan,Private room,150,1,8,2.07,3,0
39219,Brooklyn,Entire home/apt,120,3,3,0.47,1,0
39220,Manhattan,Private room,150,1,16,2.25,2,20
39221,Manhattan,Private room,90,1,0,0.0,1,0
39223,Brooklyn,Private room,55,1,24,3.38,7,45
39224,Brooklyn,Private room,56,1,6,0.88,1,0
39226,Brooklyn,Private room,43,3,3,0.43,2,58
39227,Brooklyn,Entire home/apt,80,3,2,0.47,1,3
39228,Manhattan,Entire home/apt,200,7,0,0.0,1,90
39229,Brooklyn,Private room,90,2,1,0.59,1,63
39230,Brooklyn,Private room,100,1,1,0.16,1,89
39231,Manhattan,Private room,52,2,10,1.6,1,5
39232,Manhattan,Entire home/apt,182,3,5,0.8,1,41
39233,Brooklyn,Private room,50,2,0,0.0,1,220
39234,Brooklyn,Private room,35,1,3,0.44,3,69
39235,Manhattan,Private room,175,3,0,0.0,2,0
39237,Queens,Entire home/apt,125,2,26,3.79,1,21
39238,Manhattan,Private room,100,5,4,1.04,1,89
39239,Brooklyn,Entire home/apt,231,1,23,3.71,1,335
39240,Manhattan,Private room,69,1,35,4.93,2,98
39241,Brooklyn,Entire home/apt,200,2,1,0.16,1,219
39242,Manhattan,Entire home/apt,135,2,2,1.67,2,2
39244,Brooklyn,Entire home/apt,120,2,1,0.45,1,157
39245,Brooklyn,Private room,40,10,1,0.16,1,15
39246,Brooklyn,Entire home/apt,125,3,18,2.61,1,96
39247,Manhattan,Entire home/apt,199,3,21,3.0,2,228
39248,Brooklyn,Private room,37,10,1,0.75,9,45
39249,Queens,Private room,80,1,14,1.97,6,138
39250,Brooklyn,Private room,25,1,25,3.61,3,211
39251,Brooklyn,Private room,55,2,2,0.75,2,4
39253,Brooklyn,Private room,55,1,25,3.52,7,42
39254,Manhattan,Private room,160,2,0,0.0,4,180
39255,Manhattan,Private room,95,2,5,0.79,4,178
39256,Bronx,Entire home/apt,40,2,17,2.7,1,107
39257,Brooklyn,Private room,55,1,20,2.82,7,53
39258,Brooklyn,Entire home/apt,145,2,0,0.0,1,4
39259,Brooklyn,Entire home/apt,190,4,2,0.32,2,128
39260,Queens,Private room,80,1,10,1.59,6,163
39261,Brooklyn,Private room,55,1,19,2.7,7,53
39262,Queens,Private room,80,1,15,2.28,6,137
39263,Manhattan,Private room,160,8,1,0.48,1,64
39264,Manhattan,Private room,75,1,41,5.97,3,2
39265,Manhattan,Private room,80,1,3,0.42,5,0
39267,Manhattan,Private room,85,2,23,3.35,1,344
39268,Manhattan,Private room,120,2,8,1.15,1,0
39269,Manhattan,Private room,60,10,0,0.0,1,125
39270,Bronx,Private room,45,3,0,0.0,1,36
39271,Queens,Private room,36,10,1,0.23,103,234
39272,Queens,Entire home/apt,145,1,3,0.45,4,311
39273,Manhattan,Private room,55,1,14,1.98,3,359
39274,Manhattan,Entire home/apt,220,10,0,0.0,96,332
39276,Manhattan,Entire home/apt,118,10,0,0.0,8,326
39277,Manhattan,Entire home/apt,220,10,0,0.0,96,342
39278,Queens,Private room,49,1,1,0.18,2,0
39279,Manhattan,Entire home/apt,220,10,0,0.0,96,336
39280,Brooklyn,Private room,90,3,4,0.6,1,11
39281,Brooklyn,Private room,50,7,1,0.68,2,48
39282,Manhattan,Private room,100,8,1,0.16,1,0
39285,Manhattan,Entire home/apt,190,10,1,0.2,20,331
39286,Brooklyn,Entire home/apt,150,10,2,0.32,1,15
39287,Brooklyn,Private room,50,4,1,0.15,1,0
39289,Manhattan,Private room,45,4,0,0.0,1,7
39290,Brooklyn,Entire home/apt,150,3,6,0.95,1,4
39291,Brooklyn,Entire home/apt,200,7,2,0.32,1,31
39292,Brooklyn,Private room,59,1,2,0.29,1,0
39293,Brooklyn,Entire home/apt,100,3,26,3.79,1,219
39294,Manhattan,Private room,125,1,5,0.73,1,38
39295,Brooklyn,Entire home/apt,150,5,1,0.16,1,48
39296,Brooklyn,Private room,55,1,12,1.76,7,58
39297,Manhattan,Entire home/apt,240,2,7,1.01,1,0
39298,Brooklyn,Entire home/apt,140,7,1,0.16,1,5
39300,Brooklyn,Entire home/apt,199,1,1,0.79,33,365
39301,Brooklyn,Entire home/apt,150,3,4,0.63,2,0
39302,Brooklyn,Private room,80,3,0,0.0,1,0
39303,Brooklyn,Private room,35,10,0,0.0,9,43
39305,Brooklyn,Entire home/apt,85,3,2,0.32,1,19
39306,Manhattan,Entire home/apt,152,10,2,0.38,1,0
39307,Manhattan,Private room,209,1,25,3.49,8,84
39308,Brooklyn,Entire home/apt,100,1,15,2.17,1,0
39309,Manhattan,Shared room,45,2,15,2.28,1,96
39310,Manhattan,Private room,96,2,28,6.83,1,31
39311,Brooklyn,Entire home/apt,100,3,3,0.42,1,0
39312,Queens,Private room,51,1,65,9.15,3,83
39314,Manhattan,Entire home/apt,120,10,2,0.91,1,0
39315,Queens,Private room,85,2,18,2.62,1,60
39316,Queens,Entire home/apt,65,1,50,7.69,2,78
39317,Manhattan,Entire home/apt,165,5,10,1.47,1,31
39318,Brooklyn,Entire home/apt,200,4,3,0.43,1,321
39319,Brooklyn,Private room,60,2,12,3.67,3,220
39321,Manhattan,Private room,175,1,11,2.84,1,250
39322,Queens,Shared room,34,1,12,1.86,2,51
39323,Manhattan,Entire home/apt,175,2,0,0.0,1,0
39324,Manhattan,Private room,79,1,31,4.63,1,0
39325,Queens,Entire home/apt,95,3,20,4.11,1,101
39326,Brooklyn,Entire home/apt,80,5,5,0.81,1,8
39327,Brooklyn,Shared room,70,2,4,0.59,1,135
39328,Manhattan,Entire home/apt,240,1,9,1.73,10,338
39329,Brooklyn,Entire home/apt,100,8,3,0.48,1,7
39330,Brooklyn,Entire home/apt,100,2,7,1.03,1,0
39331,Manhattan,Entire home/apt,120,5,1,0.22,1,0
39332,Brooklyn,Entire home/apt,200,1,28,4.22,1,30
39333,Manhattan,Private room,165,7,0,0.0,1,88
39334,Manhattan,Entire home/apt,172,4,3,0.42,1,0
39335,Queens,Private room,68,10,6,1.04,1,0
39336,Brooklyn,Private room,75,3,4,4.0,1,101
39337,Queens,Private room,55,3,7,1.08,1,188
39338,Brooklyn,Private room,50,5,1,0.16,1,0
39339,Brooklyn,Entire home/apt,125,3,1,0.16,1,95
39340,Brooklyn,Entire home/apt,160,1,9,1.39,2,6
39341,Queens,Private room,60,1,10,1.49,1,0
39342,Manhattan,Private room,65,1,25,3.89,1,86
39343,Brooklyn,Private room,75,7,2,0.28,1,0
39344,Queens,Private room,61,10,2,0.75,103,230
39345,Brooklyn,Entire home/apt,150,2,4,0.59,1,12
39346,Manhattan,Private room,125,3,2,0.32,1,23
39347,Queens,Entire home/apt,99,2,28,5.12,1,289
39348,Brooklyn,Private room,200,5,0,0.0,1,365
39349,Brooklyn,Private room,75,3,2,2.0,3,0
39350,Queens,Private room,70,2,4,0.64,1,89
39351,Manhattan,Private room,55,1,53,7.64,3,2
39352,Brooklyn,Private room,49,10,0,0.0,1,90
39353,Manhattan,Private room,90,2,20,3.09,6,0
39354,Brooklyn,Private room,65,1,20,3.13,1,146
39355,Manhattan,Private room,90,2,25,3.66,6,173
39357,Brooklyn,Entire home/apt,180,3,1,0.14,1,90
39358,Brooklyn,Entire home/apt,99,2,18,5.0,1,50
39359,Queens,Entire home/apt,100,2,25,3.55,1,294
39360,Brooklyn,Entire home/apt,140,2,19,3.33,1,35
39361,Manhattan,Private room,49,4,2,0.35,2,0
39362,Manhattan,Entire home/apt,150,5,1,0.17,1,0
39364,Queens,Entire home/apt,150,5,2,0.32,1,0
39365,Manhattan,Private room,89,1,23,3.37,1,285
39366,Manhattan,Private room,75,2,5,1.76,1,0
39367,Brooklyn,Entire home/apt,75,3,1,0.25,1,0
39368,Brooklyn,Entire home/apt,99,5,5,0.81,1,0
39369,Manhattan,Entire home/apt,165,5,0,0.0,2,163
39370,Manhattan,Private room,65,3,3,0.48,2,363
39371,Manhattan,Private room,133,1,17,4.32,3,87
39372,Manhattan,Private room,130,1,19,2.88,3,81
39373,Manhattan,Private room,172,1,18,4.74,3,85
39374,Brooklyn,Private room,40,2,50,7.11,1,18
39375,Manhattan,Entire home/apt,100,3,7,1.04,1,52
39376,Brooklyn,Private room,80,7,1,0.16,1,219
39377,Manhattan,Entire home/apt,180,5,1,0.15,1,0
39378,Brooklyn,Entire home/apt,93,3,5,0.78,1,0
39379,Brooklyn,Entire home/apt,100,3,13,1.9,1,0
39381,Bronx,Entire home/apt,69,2,25,3.66,1,92
39382,Brooklyn,Entire home/apt,110,2,38,5.43,2,294
39383,Brooklyn,Entire home/apt,120,2,27,4.2,1,8
39384,Brooklyn,Entire home/apt,120,1,1,0.16,1,1
39386,Brooklyn,Entire home/apt,130,3,4,0.63,1,6
39387,Manhattan,Private room,43,2,1,0.16,1,50
39388,Queens,Entire home/apt,179,2,29,5.15,3,116
39389,Brooklyn,Entire home/apt,90,3,5,2.59,1,50
39391,Queens,Private room,60,2,4,2.55,2,2
39392,Queens,Entire home/apt,95,3,0,0.0,1,0
39393,Brooklyn,Entire home/apt,110,10,4,0.65,1,90
39394,Manhattan,Entire home/apt,220,2,0,0.0,1,0
39395,Brooklyn,Private room,120,10,0,0.0,1,179
39396,Queens,Private room,33,10,0,0.0,103,244
